sample_id,condition,batch,patient_id,timepoint,gene,count
S11,treated,batch3,P022,T0,GENE_0081,0
S11,treated,batch3,P022,T0,GENE_0289,103
S11,treated,batch3,P022,T0,GENE_0212,10
S11,treated,batch3,P022,T0,GENE_0476,39
S11,treated,batch3,P022,T0,GENE_0359,6
S11,treated,batch3,P022,T0,GENE_0068,16
S11,treated,batch3,P022,T0,GENE_0399,7
S11,treated,batch3,P022,T0,GENE_0216,9
S11,treated,batch3,P022,T0,GENE_0305,50
S11,treated,batch3,P022,T0,GENE_0048,16
S11,treated,batch3,P022,T0,GENE_0366,15
S11,treated,batch3,P022,T0,GENE_0112,24
S11,treated,batch3,P022,T0,GENE_0133,11
S11,treated,batch3,P022,T0,GENE_0005,15
S11,treated,batch3,P022,T0,GENE_0169,18
S11,treated,batch3,P022,T0,GENE_0495,175
S11,treated,batch3,P022,T0,GENE_0200,11
S11,treated,batch3,P022,T0,GENE_0445,15
S11,treated,batch3,P022,T0,GENE_0248,28
S11,treated,batch3,P022,T0,GENE_0264,46
S11,treated,batch3,P022,T0,GENE_0351,18
S11,treated,batch3,P022,T0,GENE_0137,31
S11,treated,batch3,P022,T0,GENE_0274,3
S11,treated,batch3,P022,T0,GENE_0120,58
S11,treated,batch3,P022,T0,GENE_0152,3
S11,treated,batch3,P022,T0,GENE_0250,10
S11,treated,batch3,P022,T0,GENE_0326,2
S11,treated,batch3,P022,T0,GENE_0386,12
S11,treated,batch3,P022,T0,GENE_0052,26
S11,treated,batch3,P022,T0,GENE_0398,5
S11,treated,batch3,P022,T0,GENE_0365,14
S11,treated,batch3,P022,T0,GENE_0281,43
S11,treated,batch3,P022,T0,GENE_0440,53
S11,treated,batch3,P022,T0,GENE_0202,16
S11,treated,batch3,P022,T0,GENE_0134,32
S11,treated,batch3,P022,T0,GENE_0027,27
S11,treated,batch3,P022,T0,GENE_0460,4
S11,treated,batch3,P022,T0,GENE_0247,8
S11,treated,batch3,P022,T0,GENE_0231,19
S11,treated,batch3,P022,T0,GENE_0061,9
S11,treated,batch3,P022,T0,GENE_0286,52
S11,treated,batch3,P022,T0,GENE_0162,39
S11,treated,batch3,P022,T0,GENE_0270,8
S11,treated,batch3,P022,T0,GENE_0157,14
S11,treated,batch3,P022,T0,GENE_0315,8
S11,treated,batch3,P022,T0,GENE_0062,4
S11,treated,batch3,P022,T0,GENE_0244,2
S11,treated,batch3,P022,T0,GENE_0123,56
S11,treated,batch3,P022,T0,GENE_0470,5
S11,treated,batch3,P022,T0,GENE_0462,3
S11,treated,batch3,P022,T0,GENE_0284,0
S11,treated,batch3,P022,T0,GENE_0025,4
S11,treated,batch3,P022,T0,GENE_0221,5
S11,treated,batch3,P022,T0,GENE_0189,40
S11,treated,batch3,P022,T0,GENE_0334,58
S11,treated,batch3,P022,T0,GENE_0000,4
S11,treated,batch3,P022,T0,GENE_0259,71
S11,treated,batch3,P022,T0,GENE_0117,26
S11,treated,batch3,P022,T0,GENE_0480,34
S11,treated,batch3,P022,T0,GENE_0010,0
S11,treated,batch3,P022,T0,GENE_0099,152
S11,treated,batch3,P022,T0,GENE_0449,3
S11,treated,batch3,P022,T0,GENE_0149,0
S11,treated,batch3,P022,T0,GENE_0165,46
S11,treated,batch3,P022,T0,GENE_0262,161
S11,treated,batch3,P022,T0,GENE_0407,35
S11,treated,batch3,P022,T0,GENE_0388,14
S11,treated,batch3,P022,T0,GENE_0443,23
S11,treated,batch3,P022,T0,GENE_0127,25
S11,treated,batch3,P022,T0,GENE_0055,22
S11,treated,batch3,P022,T0,GENE_0363,10
S11,treated,batch3,P022,T0,GENE_0455,24
S11,treated,batch3,P022,T0,GENE_0145,14
S11,treated,batch3,P022,T0,GENE_0346,2
S11,treated,batch3,P022,T0,GENE_0436,14
S11,treated,batch3,P022,T0,GENE_0168,1
S11,treated,batch3,P022,T0,GENE_0288,16
S11,treated,batch3,P022,T0,GENE_0252,4
S11,treated,batch3,P022,T0,GENE_0142,1
S11,treated,batch3,P022,T0,GENE_0089,19
S11,treated,batch3,P022,T0,GENE_0051,82
S11,treated,batch3,P022,T0,GENE_0413,25
S11,treated,batch3,P022,T0,GENE_0177,5
S11,treated,batch3,P022,T0,GENE_0240,7
S11,treated,batch3,P022,T0,GENE_0478,20
S11,treated,batch3,P022,T0,GENE_0186,3
S11,treated,batch3,P022,T0,GENE_0088,31
S11,treated,batch3,P022,T0,GENE_0439,27
S11,treated,batch3,P022,T0,GENE_0344,1
S11,treated,batch3,P022,T0,GENE_0007,11
S11,treated,batch3,P022,T0,GENE_0411,3
S11,treated,batch3,P022,T0,GENE_0105,6
S11,treated,batch3,P022,T0,GENE_0429,9
S11,treated,batch3,P022,T0,GENE_0256,2
S11,treated,batch3,P022,T0,GENE_0394,7
S11,treated,batch3,P022,T0,GENE_0140,8
S11,treated,batch3,P022,T0,GENE_0203,30
S11,treated,batch3,P022,T0,GENE_0098,7
S11,treated,batch3,P022,T0,GENE_0376,73
S11,treated,batch3,P022,T0,GENE_0064,17
S11,treated,batch3,P022,T0,GENE_0497,2
S11,treated,batch3,P022,T0,GENE_0481,17
S11,treated,batch3,P022,T0,GENE_0498,17
S11,treated,batch3,P022,T0,GENE_0215,19
S11,treated,batch3,P022,T0,GENE_0431,13
S11,treated,batch3,P022,T0,GENE_0017,3
S11,treated,batch3,P022,T0,GENE_0491,7
S11,treated,batch3,P022,T0,GENE_0235,3
S11,treated,batch3,P022,T0,GENE_0368,29
S11,treated,batch3,P022,T0,GENE_0173,4
S11,treated,batch3,P022,T0,GENE_0009,4
S11,treated,batch3,P022,T0,GENE_0311,10
S11,treated,batch3,P022,T0,GENE_0412,37
S11,treated,batch3,P022,T0,GENE_0257,11
S11,treated,batch3,P022,T0,GENE_0006,45
S11,treated,batch3,P022,T0,GENE_0357,3
S11,treated,batch3,P022,T0,GENE_0094,18
S11,treated,batch3,P022,T0,GENE_0199,3
S11,treated,batch3,P022,T0,GENE_0156,58
S11,treated,batch3,P022,T0,GENE_0396,1
S11,treated,batch3,P022,T0,GENE_0014,18
S11,treated,batch3,P022,T0,GENE_0392,70
S11,treated,batch3,P022,T0,GENE_0263,22
S11,treated,batch3,P022,T0,GENE_0325,10
S11,treated,batch3,P022,T0,GENE_0056,12
S11,treated,batch3,P022,T0,GENE_0139,16
S11,treated,batch3,P022,T0,GENE_0330,12
S11,treated,batch3,P022,T0,GENE_0131,48
S11,treated,batch3,P022,T0,GENE_0451,135
S11,treated,batch3,P022,T0,GENE_0332,7
S11,treated,batch3,P022,T0,GENE_0083,1
S11,treated,batch3,P022,T0,GENE_0494,15
S11,treated,batch3,P022,T0,GENE_0425,90
S11,treated,batch3,P022,T0,GENE_0041,3
S11,treated,batch3,P022,T0,GENE_0220,80
S11,treated,batch3,P022,T0,GENE_0211,60
S11,treated,batch3,P022,T0,GENE_0176,7
S11,treated,batch3,P022,T0,GENE_0418,22
S11,treated,batch3,P022,T0,GENE_0345,42
S11,treated,batch3,P022,T0,GENE_0193,3
S11,treated,batch3,P022,T0,GENE_0472,7
S11,treated,batch3,P022,T0,GENE_0393,6
S11,treated,batch3,P022,T0,GENE_0106,10
S11,treated,batch3,P022,T0,GENE_0121,5
S11,treated,batch3,P022,T0,GENE_0050,4
S11,treated,batch3,P022,T0,GENE_0024,12
S11,treated,batch3,P022,T0,GENE_0073,4
S11,treated,batch3,P022,T0,GENE_0266,16
S11,treated,batch3,P022,T0,GENE_0184,3
S11,treated,batch3,P022,T0,GENE_0124,13
S11,treated,batch3,P022,T0,GENE_0016,27
S11,treated,batch3,P022,T0,GENE_0214,1
S11,treated,batch3,P022,T0,GENE_0379,21
S11,treated,batch3,P022,T0,GENE_0082,43
S11,treated,batch3,P022,T0,GENE_0002,4
S11,treated,batch3,P022,T0,GENE_0369,70
S11,treated,batch3,P022,T0,GENE_0047,17
S11,treated,batch3,P022,T0,GENE_0338,9
S11,treated,batch3,P022,T0,GENE_0243,10
S11,treated,batch3,P022,T0,GENE_0180,20
S11,treated,batch3,P022,T0,GENE_0422,20
S11,treated,batch3,P022,T0,GENE_0223,12
S11,treated,batch3,P022,T0,GENE_0197,6
S11,treated,batch3,P022,T0,GENE_0342,20
S11,treated,batch3,P022,T0,GENE_0013,0
S11,treated,batch3,P022,T0,GENE_0434,6
S11,treated,batch3,P022,T0,GENE_0273,1
S11,treated,batch3,P022,T0,GENE_0227,6
S11,treated,batch3,P022,T0,GENE_0078,57
S11,treated,batch3,P022,T0,GENE_0362,32
S11,treated,batch3,P022,T0,GENE_0380,24
S11,treated,batch3,P022,T0,GENE_0271,5
S11,treated,batch3,P022,T0,GENE_0115,7
S11,treated,batch3,P022,T0,GENE_0441,39
S11,treated,batch3,P022,T0,GENE_0459,13
S11,treated,batch3,P022,T0,GENE_0077,103
S11,treated,batch3,P022,T0,GENE_0011,22
S11,treated,batch3,P022,T0,GENE_0063,13
S11,treated,batch3,P022,T0,GENE_0493,7
S11,treated,batch3,P022,T0,GENE_0226,8
S11,treated,batch3,P022,T0,GENE_0060,8
S11,treated,batch3,P022,T0,GENE_0181,24
S11,treated,batch3,P022,T0,GENE_0261,62
S11,treated,batch3,P022,T0,GENE_0040,12
S11,treated,batch3,P022,T0,GENE_0294,4
S11,treated,batch3,P022,T0,GENE_0092,1
S11,treated,batch3,P022,T0,GENE_0410,26
S11,treated,batch3,P022,T0,GENE_0485,3
S11,treated,batch3,P022,T0,GENE_0255,1
S11,treated,batch3,P022,T0,GENE_0192,9
S11,treated,batch3,P022,T0,GENE_0377,104
S11,treated,batch3,P022,T0,GENE_0042,5
S11,treated,batch3,P022,T0,GENE_0486,18
S11,treated,batch3,P022,T0,GENE_0290,8
S11,treated,batch3,P022,T0,GENE_0421,15
S11,treated,batch3,P022,T0,GENE_0295,20
S11,treated,batch3,P022,T0,GENE_0154,11
S11,treated,batch3,P022,T0,GENE_0072,10
S11,treated,batch3,P022,T0,GENE_0438,5
S11,treated,batch3,P022,T0,GENE_0287,5
S11,treated,batch3,P022,T0,GENE_0384,21
S11,treated,batch3,P022,T0,GENE_0414,8
S11,treated,batch3,P022,T0,GENE_0195,5
S11,treated,batch3,P022,T0,GENE_0103,16
S11,treated,batch3,P022,T0,GENE_0185,9
S11,treated,batch3,P022,T0,GENE_0171,8
S11,treated,batch3,P022,T0,GENE_0364,24
S11,treated,batch3,P022,T0,GENE_0458,37
S11,treated,batch3,P022,T0,GENE_0479,12
S11,treated,batch3,P022,T0,GENE_0352,11
S11,treated,batch3,P022,T0,GENE_0303,48
S11,treated,batch3,P022,T0,GENE_0034,43
S11,treated,batch3,P022,T0,GENE_0150,25
S11,treated,batch3,P022,T0,GENE_0015,8
S11,treated,batch3,P022,T0,GENE_0035,4
S11,treated,batch3,P022,T0,GENE_0339,5
S11,treated,batch3,P022,T0,GENE_0182,10
S11,treated,batch3,P022,T0,GENE_0175,6
S11,treated,batch3,P022,T0,GENE_0467,14
S11,treated,batch3,P022,T0,GENE_0314,14
S11,treated,batch3,P022,T0,GENE_0132,26
S11,treated,batch3,P022,T0,GENE_0107,8
S11,treated,batch3,P022,T0,GENE_0019,32
S11,treated,batch3,P022,T0,GENE_0403,10
S11,treated,batch3,P022,T0,GENE_0484,2
S11,treated,batch3,P022,T0,GENE_0483,5
S11,treated,batch3,P022,T0,GENE_0219,6
S11,treated,batch3,P022,T0,GENE_0471,2
S11,treated,batch3,P022,T0,GENE_0057,29
S11,treated,batch3,P022,T0,GENE_0170,23
S11,treated,batch3,P022,T0,GENE_0218,19
S11,treated,batch3,P022,T0,GENE_0430,9
S11,treated,batch3,P022,T0,GENE_0065,45
S11,treated,batch3,P022,T0,GENE_0337,10
S11,treated,batch3,P022,T0,GENE_0301,4
S11,treated,batch3,P022,T0,GENE_0336,3
S11,treated,batch3,P022,T0,GENE_0277,15
S11,treated,batch3,P022,T0,GENE_0191,4
S11,treated,batch3,P022,T0,GENE_0003,17
S11,treated,batch3,P022,T0,GENE_0474,18
S11,treated,batch3,P022,T0,GENE_0084,13
S11,treated,batch3,P022,T0,GENE_0085,18
S11,treated,batch3,P022,T0,GENE_0190,46
S11,treated,batch3,P022,T0,GENE_0194,31
S11,treated,batch3,P022,T0,GENE_0432,2
S11,treated,batch3,P022,T0,GENE_0167,0
S11,treated,batch3,P022,T0,GENE_0108,46
S11,treated,batch3,P022,T0,GENE_0080,2
S11,treated,batch3,P022,T0,GENE_0267,4
S11,treated,batch3,P022,T0,GENE_0102,5
S11,treated,batch3,P022,T0,GENE_0225,0
S11,treated,batch3,P022,T0,GENE_0444,31
S11,treated,batch3,P022,T0,GENE_0116,35
S11,treated,batch3,P022,T0,GENE_0296,9
S11,treated,batch3,P022,T0,GENE_0323,1
S11,treated,batch3,P022,T0,GENE_0143,3
S11,treated,batch3,P022,T0,GENE_0489,30
S11,treated,batch3,P022,T0,GENE_0307,1
S11,treated,batch3,P022,T0,GENE_0031,13
S11,treated,batch3,P022,T0,GENE_0285,19
S11,treated,batch3,P022,T0,GENE_0419,45
S11,treated,batch3,P022,T0,GENE_0487,12
S11,treated,batch3,P022,T0,GENE_0395,5
S11,treated,batch3,P022,T0,GENE_0053,48
S11,treated,batch3,P022,T0,GENE_0234,7
S11,treated,batch3,P022,T0,GENE_0097,7
S11,treated,batch3,P022,T0,GENE_0222,21
S11,treated,batch3,P022,T0,GENE_0464,8
S11,treated,batch3,P022,T0,GENE_0387,5
S11,treated,batch3,P022,T0,GENE_0374,8
S11,treated,batch3,P022,T0,GENE_0158,73
S11,treated,batch3,P022,T0,GENE_0118,1
S11,treated,batch3,P022,T0,GENE_0268,4
S11,treated,batch3,P022,T0,GENE_0275,56
S11,treated,batch3,P022,T0,GENE_0067,9
S11,treated,batch3,P022,T0,GENE_0358,7
S11,treated,batch3,P022,T0,GENE_0260,28
S11,treated,batch3,P022,T0,GENE_0026,4
S11,treated,batch3,P022,T0,GENE_0381,84
S11,treated,batch3,P022,T0,GENE_0095,19
S11,treated,batch3,P022,T0,GENE_0456,12
S11,treated,batch3,P022,T0,GENE_0463,83
S11,treated,batch3,P022,T0,GENE_0468,10
S11,treated,batch3,P022,T0,GENE_0448,23
S11,treated,batch3,P022,T0,GENE_0401,19
S11,treated,batch3,P022,T0,GENE_0242,35
S11,treated,batch3,P022,T0,GENE_0114,38
S11,treated,batch3,P022,T0,GENE_0331,11
S11,treated,batch3,P022,T0,GENE_0469,4
S11,treated,batch3,P022,T0,GENE_0324,30
S11,treated,batch3,P022,T0,GENE_0045,2
S11,treated,batch3,P022,T0,GENE_0074,115
S11,treated,batch3,P022,T0,GENE_0354,11
S11,treated,batch3,P022,T0,GENE_0397,9
S11,treated,batch3,P022,T0,GENE_0328,11
S11,treated,batch3,P022,T0,GENE_0136,6
S11,treated,batch3,P022,T0,GENE_0224,6
S11,treated,batch3,P022,T0,GENE_0391,45
S11,treated,batch3,P022,T0,GENE_0076,4
S11,treated,batch3,P022,T0,GENE_0361,15
S11,treated,batch3,P022,T0,GENE_0405,24
S11,treated,batch3,P022,T0,GENE_0329,37
S11,treated,batch3,P022,T0,GENE_0428,21
S11,treated,batch3,P022,T0,GENE_0280,20
S11,treated,batch3,P022,T0,GENE_0402,8
S11,treated,batch3,P022,T0,GENE_0246,2
S11,treated,batch3,P022,T0,GENE_0327,47
S11,treated,batch3,P022,T0,GENE_0087,15
S11,treated,batch3,P022,T0,GENE_0229,3
S11,treated,batch3,P022,T0,GENE_0258,64
S11,treated,batch3,P022,T0,GENE_0187,17
S11,treated,batch3,P022,T0,GENE_0141,18
S11,treated,batch3,P022,T0,GENE_0488,87
S11,treated,batch3,P022,T0,GENE_0450,4
S11,treated,batch3,P022,T0,GENE_0020,88
S11,treated,batch3,P022,T0,GENE_0426,19
S11,treated,batch3,P022,T0,GENE_0251,20
S11,treated,batch3,P022,T0,GENE_0238,52
S11,treated,batch3,P022,T0,GENE_0023,14
S11,treated,batch3,P022,T0,GENE_0371,27
S11,treated,batch3,P022,T0,GENE_0299,27
S11,treated,batch3,P022,T0,GENE_0300,8
S11,treated,batch3,P022,T0,GENE_0036,9
S11,treated,batch3,P022,T0,GENE_0499,5
S11,treated,batch3,P022,T0,GENE_0283,2
S11,treated,batch3,P022,T0,GENE_0382,30
S11,treated,batch3,P022,T0,GENE_0179,6
S11,treated,batch3,P022,T0,GENE_0113,7
S11,treated,batch3,P022,T0,GENE_0482,7
S11,treated,batch3,P022,T0,GENE_0446,17
S11,treated,batch3,P022,T0,GENE_0178,34
S11,treated,batch3,P022,T0,GENE_0375,39
S11,treated,batch3,P022,T0,GENE_0069,8
S11,treated,batch3,P022,T0,GENE_0404,7
S11,treated,batch3,P022,T0,GENE_0163,12
S11,treated,batch3,P022,T0,GENE_0442,9
S11,treated,batch3,P022,T0,GENE_0409,84
S11,treated,batch3,P022,T0,GENE_0046,20
S11,treated,batch3,P022,T0,GENE_0465,22
S11,treated,batch3,P022,T0,GENE_0161,20
S11,treated,batch3,P022,T0,GENE_0291,36
S11,treated,batch3,P022,T0,GENE_0424,14
S11,treated,batch3,P022,T0,GENE_0128,2
S11,treated,batch3,P022,T0,GENE_0408,15
S11,treated,batch3,P022,T0,GENE_0135,3
S11,treated,batch3,P022,T0,GENE_0236,3
S11,treated,batch3,P022,T0,GENE_0043,25
S11,treated,batch3,P022,T0,GENE_0174,35
S11,treated,batch3,P022,T0,GENE_0138,10
S11,treated,batch3,P022,T0,GENE_0166,35
S11,treated,batch3,P022,T0,GENE_0400,108
S11,treated,batch3,P022,T0,GENE_0415,12
S11,treated,batch3,P022,T0,GENE_0272,132
S11,treated,batch3,P022,T0,GENE_0204,25
S11,treated,batch3,P022,T0,GENE_0210,5
S11,treated,batch3,P022,T0,GENE_0353,26
S11,treated,batch3,P022,T0,GENE_0312,10
S11,treated,batch3,P022,T0,GENE_0198,56
S11,treated,batch3,P022,T0,GENE_0096,23
S11,treated,batch3,P022,T0,GENE_0093,11
S11,treated,batch3,P022,T0,GENE_0101,9
S11,treated,batch3,P022,T0,GENE_0269,9
S11,treated,batch3,P022,T0,GENE_0447,14
S11,treated,batch3,P022,T0,GENE_0059,7
S11,treated,batch3,P022,T0,GENE_0297,19
S11,treated,batch3,P022,T0,GENE_0153,26
S11,treated,batch3,P022,T0,GENE_0490,17
S11,treated,batch3,P022,T0,GENE_0433,3
S11,treated,batch3,P022,T0,GENE_0109,30
S11,treated,batch3,P022,T0,GENE_0110,48
S11,treated,batch3,P022,T0,GENE_0340,2
S11,treated,batch3,P022,T0,GENE_0039,5
S11,treated,batch3,P022,T0,GENE_0147,9
S11,treated,batch3,P022,T0,GENE_0466,8
S11,treated,batch3,P022,T0,GENE_0151,23
S11,treated,batch3,P022,T0,GENE_0292,10
S11,treated,batch3,P022,T0,GENE_0416,16
S11,treated,batch3,P022,T0,GENE_0435,7
S11,treated,batch3,P022,T0,GENE_0308,7
S11,treated,batch3,P022,T0,GENE_0159,34
S11,treated,batch3,P022,T0,GENE_0253,12
S11,treated,batch3,P022,T0,GENE_0341,118
S11,treated,batch3,P022,T0,GENE_0457,3
S11,treated,batch3,P022,T0,GENE_0333,11
S11,treated,batch3,P022,T0,GENE_0316,32
S11,treated,batch3,P022,T0,GENE_0028,3
S11,treated,batch3,P022,T0,GENE_0319,7
S11,treated,batch3,P022,T0,GENE_0278,2
S11,treated,batch3,P022,T0,GENE_0370,53
S11,treated,batch3,P022,T0,GENE_0217,6
S11,treated,batch3,P022,T0,GENE_0091,88
S11,treated,batch3,P022,T0,GENE_0086,7
S11,treated,batch3,P022,T0,GENE_0343,8
S12,treated,batch3,P054,T2,GENE_0356,8
S12,treated,batch3,P054,T2,GENE_0233,16
S12,treated,batch3,P054,T2,GENE_0232,62
S12,treated,batch3,P054,T2,GENE_0160,25
S12,treated,batch3,P054,T2,GENE_0049,9
S12,treated,batch3,P054,T2,GENE_0245,30
S12,treated,batch3,P054,T2,GENE_0130,51
S12,treated,batch3,P054,T2,GENE_0477,32
S12,treated,batch3,P054,T2,GENE_0054,12
S12,treated,batch3,P054,T2,GENE_0427,8
S12,treated,batch3,P054,T2,GENE_0349,23
S12,treated,batch3,P054,T2,GENE_0018,15
S12,treated,batch3,P054,T2,GENE_0207,25
S12,treated,batch3,P054,T2,GENE_0282,17
S12,treated,batch3,P054,T2,GENE_0298,33
S12,treated,batch3,P054,T2,GENE_0004,8
S12,treated,batch3,P054,T2,GENE_0241,30
S12,treated,batch3,P054,T2,GENE_0265,10
S12,treated,batch3,P054,T2,GENE_0249,126
S12,treated,batch3,P054,T2,GENE_0126,4
S12,treated,batch3,P054,T2,GENE_0385,58
S12,treated,batch3,P054,T2,GENE_0310,12
S12,treated,batch3,P054,T2,GENE_0276,4
S12,treated,batch3,P054,T2,GENE_0070,7
S12,treated,batch3,P054,T2,GENE_0306,7
S12,treated,batch3,P054,T2,GENE_0201,14
S12,treated,batch3,P054,T2,GENE_0075,19
S12,treated,batch3,P054,T2,GENE_0239,8
S12,treated,batch3,P054,T2,GENE_0172,13
S12,treated,batch3,P054,T2,GENE_0417,113
S12,treated,batch3,P054,T2,GENE_0318,66
S12,treated,batch3,P054,T2,GENE_0029,25
S12,treated,batch3,P054,T2,GENE_0475,14
S12,treated,batch3,P054,T2,GENE_0071,10
S12,treated,batch3,P054,T2,GENE_0347,26
S12,treated,batch3,P054,T2,GENE_0350,5
S12,treated,batch3,P054,T2,GENE_0033,14
S12,treated,batch3,P054,T2,GENE_0021,7
S12,treated,batch3,P054,T2,GENE_0437,18
S12,treated,batch3,P054,T2,GENE_0037,20
S12,treated,batch3,P054,T2,GENE_0452,8
S12,treated,batch3,P054,T2,GENE_0492,53
S12,treated,batch3,P054,T2,GENE_0423,4
S12,treated,batch3,P054,T2,GENE_0001,2
S12,treated,batch3,P054,T2,GENE_0309,27
S12,treated,batch3,P054,T2,GENE_0317,24
S12,treated,batch3,P054,T2,GENE_0044,40
S12,treated,batch3,P054,T2,GENE_0209,9
S12,treated,batch3,P054,T2,GENE_0228,38
S12,treated,batch3,P054,T2,GENE_0030,7
S12,treated,batch3,P054,T2,GENE_0058,16
S12,treated,batch3,P054,T2,GENE_0164,20
S12,treated,batch3,P054,T2,GENE_0022,15
S12,treated,batch3,P054,T2,GENE_0038,6
S12,treated,batch3,P054,T2,GENE_0372,52
S12,treated,batch3,P054,T2,GENE_0100,87
S12,treated,batch3,P054,T2,GENE_0119,3
S12,treated,batch3,P054,T2,GENE_0146,18
S12,treated,batch3,P054,T2,GENE_0148,14
S12,treated,batch3,P054,T2,GENE_0322,11
S12,treated,batch3,P054,T2,GENE_0389,12
S12,treated,batch3,P054,T2,GENE_0390,6
S12,treated,batch3,P054,T2,GENE_0420,7
S12,treated,batch3,P054,T2,GENE_0066,26
S12,treated,batch3,P054,T2,GENE_0279,16
S12,treated,batch3,P054,T2,GENE_0090,8
S12,treated,batch3,P054,T2,GENE_0129,34
S12,treated,batch3,P054,T2,GENE_0205,0
S12,treated,batch3,P054,T2,GENE_0125,31
S12,treated,batch3,P054,T2,GENE_0453,2
S12,treated,batch3,P054,T2,GENE_0473,8
S12,treated,batch3,P054,T2,GENE_0367,7
S12,treated,batch3,P054,T2,GENE_0304,4
S12,treated,batch3,P054,T2,GENE_0122,42
S12,treated,batch3,P054,T2,GENE_0032,8
S12,treated,batch3,P054,T2,GENE_0208,14
S12,treated,batch3,P054,T2,GENE_0012,7
S12,treated,batch3,P054,T2,GENE_0335,18
S12,treated,batch3,P054,T2,GENE_0321,12
S12,treated,batch3,P054,T2,GENE_0360,4
S12,treated,batch3,P054,T2,GENE_0111,29
S12,treated,batch3,P054,T2,GENE_0079,13
S12,treated,batch3,P054,T2,GENE_0373,5
S12,treated,batch3,P054,T2,GENE_0144,8
S12,treated,batch3,P054,T2,GENE_0155,43
S12,treated,batch3,P054,T2,GENE_0196,26
S12,treated,batch3,P054,T2,GENE_0302,8
S12,treated,batch3,P054,T2,GENE_0254,9
S12,treated,batch3,P054,T2,GENE_0461,9
S12,treated,batch3,P054,T2,GENE_0454,110
S12,treated,batch3,P054,T2,GENE_0237,7
S12,treated,batch3,P054,T2,GENE_0383,19
S12,treated,batch3,P054,T2,GENE_0206,33
S12,treated,batch3,P054,T2,GENE_0355,20
S12,treated,batch3,P054,T2,GENE_0320,12
S12,treated,batch3,P054,T2,GENE_0183,13
S12,treated,batch3,P054,T2,GENE_0188,14
S12,treated,batch3,P054,T2,GENE_0230,9
S12,treated,batch3,P054,T2,GENE_0378,24
S12,treated,batch3,P054,T2,GENE_0406,11
S12,treated,batch3,P054,T2,GENE_0213,13
S12,treated,batch3,P054,T2,GENE_0008,10
S12,treated,batch3,P054,T2,GENE_0293,7
S12,treated,batch3,P054,T2,GENE_0496,2
S12,treated,batch3,P054,T2,GENE_0348,45
S12,treated,batch3,P054,T2,GENE_0104,14
S12,treated,batch3,P054,T2,GENE_0313,27
S12,treated,batch3,P054,T2,GENE_0081,0
S12,treated,batch3,P054,T2,GENE_0289,117
S12,treated,batch3,P054,T2,GENE_0212,6
S12,treated,batch3,P054,T2,GENE_0476,35
S12,treated,batch3,P054,T2,GENE_0359,3
S12,treated,batch3,P054,T2,GENE_0068,20
S12,treated,batch3,P054,T2,GENE_0399,7
S12,treated,batch3,P054,T2,GENE_0216,9
S12,treated,batch3,P054,T2,GENE_0305,97
S12,treated,batch3,P054,T2,GENE_0048,8
S12,treated,batch3,P054,T2,GENE_0366,19
S12,treated,batch3,P054,T2,GENE_0112,30
S12,treated,batch3,P054,T2,GENE_0133,21
S12,treated,batch3,P054,T2,GENE_0005,14
S12,treated,batch3,P054,T2,GENE_0169,12
S12,treated,batch3,P054,T2,GENE_0495,121
S12,treated,batch3,P054,T2,GENE_0200,12
S12,treated,batch3,P054,T2,GENE_0445,14
S12,treated,batch3,P054,T2,GENE_0248,24
S12,treated,batch3,P054,T2,GENE_0264,39
S12,treated,batch3,P054,T2,GENE_0351,60
S12,treated,batch3,P054,T2,GENE_0137,21
S12,treated,batch3,P054,T2,GENE_0274,8
S12,treated,batch3,P054,T2,GENE_0120,72
S12,treated,batch3,P054,T2,GENE_0152,5
S12,treated,batch3,P054,T2,GENE_0250,14
S12,treated,batch3,P054,T2,GENE_0326,3
S12,treated,batch3,P054,T2,GENE_0386,18
S12,treated,batch3,P054,T2,GENE_0052,27
S12,treated,batch3,P054,T2,GENE_0398,29
S12,treated,batch3,P054,T2,GENE_0365,10
S12,treated,batch3,P054,T2,GENE_0281,95
S12,treated,batch3,P054,T2,GENE_0440,32
S12,treated,batch3,P054,T2,GENE_0202,9
S12,treated,batch3,P054,T2,GENE_0134,20
S12,treated,batch3,P054,T2,GENE_0027,36
S12,treated,batch3,P054,T2,GENE_0460,4
S12,treated,batch3,P054,T2,GENE_0247,16
S12,treated,batch3,P054,T2,GENE_0231,22
S12,treated,batch3,P054,T2,GENE_0061,9
S12,treated,batch3,P054,T2,GENE_0286,43
S12,treated,batch3,P054,T2,GENE_0162,20
S12,treated,batch3,P054,T2,GENE_0270,10
S12,treated,batch3,P054,T2,GENE_0157,13
S12,treated,batch3,P054,T2,GENE_0315,9
S12,treated,batch3,P054,T2,GENE_0062,3
S12,treated,batch3,P054,T2,GENE_0244,0
S12,treated,batch3,P054,T2,GENE_0123,45
S12,treated,batch3,P054,T2,GENE_0470,3
S12,treated,batch3,P054,T2,GENE_0462,3
S12,treated,batch3,P054,T2,GENE_0284,1
S12,treated,batch3,P054,T2,GENE_0025,10
S12,treated,batch3,P054,T2,GENE_0221,2
S12,treated,batch3,P054,T2,GENE_0189,101
S12,treated,batch3,P054,T2,GENE_0334,23
S12,treated,batch3,P054,T2,GENE_0000,10
S12,treated,batch3,P054,T2,GENE_0259,90
S12,treated,batch3,P054,T2,GENE_0117,19
